pmcid,pmid,doi,title,journal,publication_year,license,count,females_count,males_count,n_groups,healthy_count,patient_count,unknown_count
3511796,22913365.0,10.1186/1744-9081-8-44,Altered spontaneous activity in young chronic cigarette smokers revealed by regional homogeneity,Behav Brain Funct,2012,http://creativecommons.org/licenses/by/2.0,44.0,,,1,44.0,,
6528067,31156419.0,10.3389/fnbot.2019.00024,Functional Source Separation for EEG-fMRI Fusion: Application to Steady-State Visual Evoked Potentials,Front Neurorobot,2019,http://creativecommons.org/licenses/by/4.0/,10.0,6.0,4.0,1,10.0,,
3147157,21847374.0,10.3389/fnint.2011.00032,Neural Underpinnings of Distortions in the Experience of Time Across Senses,Front Integr Neurosci,2011,http://www.frontiersin.org/licenseagreement,20.0,,,1,20.0,,
6136263,30237778.0,10.3389/fpsyg.2018.01626,Functional Neuroanatomy of Second Language Sentence Comprehension: An fMRI Study of Late Learners of American Sign Language,Front Psychol,2018,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,,,20.0
5279905,28180069.0,10.1016/j.nicl.2017.01.006,Young adolescents with autism show abnormal joint attention network: A gaze contingent fMRI study,Neuroimage Clin,2017,http://creativecommons.org/licenses/by-nc-nd/4.0/,3.0,,,1,,,3.0
5068584,26624927.0,10.1038/tp.2015.184,Role of emotional processing in depressive responses to sex-hormone manipulation: a pharmacological fMRI study,Transl Psychiatry,2015,http://creativecommons.org/licenses/by/4.0/,56.0,,,1,56.0,,
3742334,23951549.0,10.1155/2013/461029,A Preliminary Study of Functional Brain Activation among Marijuana Users during Performance of a Virtual Water Maze Task,J Addict,2012,https://creativecommons.org/licenses/by/3.0/,18.0,,,1,,,18.0
8172304,34122619.0,10.1155/2021/6691356,Research on Characteristic of Chronic Spontaneous Urticaria Based on Multiscale Entropy,Comput Math Methods Med,2021,https://creativecommons.org/licenses/by/4.0/,72.0,,,2,40.0,32.0,
6854061,31734525.0,10.1016/j.nicl.2019.102029,Association of NPSR1 gene variation and neural activity in patients with panic disorder and agoraphobia and healthy controls,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,198.0,,,2,77.0,121.0,
7838677,33519686.0,10.3389/fneur.2020.607566,The Human Brain Representation of Odor Identification in Amnestic Mild Cognitive Impairment and Alzheimer's Dementia of Mild Degree,Front Neurol,2020,http://creativecommons.org/licenses/by/4.0/,39.0,,,2,28.0,11.0,
6908505,31866880.0,10.3389/fpsyt.2019.00845,The BDNF Val66Met Polymorphism Has No Effect on Encoding-Related Hippocampal Response But Influences Recall in Remitted Patients With Bipolar Disorder,Front Psychiatry,2019,http://creativecommons.org/licenses/by/4.0/,70.0,,,1,,70.0,
5394595,28458637.0,10.3389/fnagi.2017.00105,Group Cognitive Behavior Therapy Reversed Insula Subregions Functional Connectivity in Asthmatic Patients,Front Aging Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,8.0,,,1,,8.0,
7260173,32472075.0,10.1038/s41598-020-65086-x,Two nights of recovery sleep restores hippocampal connectivity but not episodic memory after total sleep deprivation,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,39.0,,,1,39.0,,
5413198,28491495.0,10.1016/j.nicl.2017.04.010,Dorsolateral prefrontal cortex contributes to the impaired behavioral adaptation in alcohol dependence☆,Neuroimage Clin,2017,http://creativecommons.org/licenses/by-nc-nd/4.0/,60.0,,,2,26.0,34.0,
4810172,26751483.0,10.3390/brainsci6010002,Individual Differences in Anticipatory Somatosensory Cortex Activity for Shock is Positively Related with Trait Anxiety and Multisensory Integration,Brain Sci,2016,http://creativecommons.org/licenses/by/4.0/,20.0,11.0,9.0,1,20.0,,
2390848,18523591.0,10.1371/journal.pone.0002348,Fast Visuomotor Processing of Redundant Targets: The Role of the Right Temporo-Parietal Junction,PLoS One,2008,http://creativecommons.org/licenses/by/4.0/,15.0,7.0,8.0,1,,,15.0
6457314,31001097.0,10.3389/fnhum.2019.00107,Aberrant Brain Function in Active-Stage Ulcerative Colitis Patients: A Resting-State Functional MRI Study,Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,83.0,33.0,50.0,2,42.0,41.0,
8152834,34296163.0,10.1093/texcom/tgab018,"Ventral–Dorsal Subregions in the Posterior Cingulate Cortex Represent Pay and Interest, Two Key Attributes of Job Value",Cereb Cortex Commun,2021,https://creativecommons.org/licenses/by/4.0/,40.0,,,1,40.0,,
3866656,24391560.0,10.3389/fnbeh.2013.00181,The role of semantic abstractness and perceptual category in processing speech accompanied by gestures,Front Behav Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,17.0,,,1,,,17.0
7518235,33061916.0,10.3389/fpsyt.2020.549749,Unaltered Brain GABA Concentrations and Resting fMRI Activity in Functional Dyspepsia With and Without Comorbid Depression,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,,,24.0
5857897,29560306.0,10.1016/j.nicl.2018.02.018,Global network modulation during thalamic stimulation for Tourette syndrome,Neuroimage Clin,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/,5.0,2.0,3.0,1,,,5.0
3893192,24454814.0,10.1371/journal.pone.0085181,Regional Homogeneity of Intrinsic Brain Activity in Happy and Unhappy Individuals,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,,,2.0
4869560,27242492.0,10.3389/fnhum.2016.00230,"Modulation of the Default Mode Network in First-Episode, Drug-Naïve Major Depressive Disorder via Acupuncture at Baihui (GV20) Acupoint",Front Hum Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,59.0,35.0,24.0,2,29.0,30.0,
7994216,33474716.0,10.3758/s13415-020-00861-x,Trait Empathy Shapes Neural Responses Toward Sad Music,Cogn Affect Behav Neurosci,2021,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,,,24.0
3258233,22185438.0,10.1186/1471-2202-12-128,It's not what you say but the way that you say it: an fMRI study of differential lexical and non-lexical prosodic pitch processing,BMC Neurosci,2011,http://creativecommons.org/licenses/by/2.0,12.0,,,1,,,12.0
3422286,22912698.0,10.1371/journal.pone.0042308,Close to You: Embodied Simulation for Peripersonal Space in Primary Somatosensory Cortex,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,12.0,6.0,6.0,1,,,12.0
7275020,32304021.0,10.1007/s11682-020-00288-5,Functional connectivity dysfunction of insular subdivisions in cognitive impairment after acute mild traumatic brain injury,Brain Imaging Behav,2020,http://creativecommons.org/licenses/by/4.0/,90.0,,,2,37.0,53.0,
6389716,30837825.0,10.3389/fnins.2019.00080,Abnormal Dynamic Functional Connectivity Associated With Subcortical Networks in Parkinson’s Disease: A Temporal Variability Perspective,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,82.0,,,2,40.0,42.0,
7057279,31680163.0,10.1093/scan/nsz086,Delineating the social valuation network in adolescents,Soc Cogn Affect Neurosci,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,55.0,,,1,55.0,,
4370584,25798822.0,10.1371/journal.pone.0119500,The Neural Correlates of Emotion Regulation by Implementation Intentions,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,40.0,20.0,20.0,1,40.0,,
3078751,21519392.0,10.3389/fnhum.2011.00038,Caudate Nucleus Signals for Breaches of Expectation in a Movement Observation Paradigm,Front Hum Neurosci,2011,http://www.frontiersin.org/licenseagreement,14.0,8.0,6.0,1,14.0,,
7913329,33639845.0,10.1186/s12868-021-00618-3,Sex differences in neural responses to reward and the influences of individual reward and punishment sensitivity,BMC Neurosci,2021,http://creativecommons.org/licenses/by/4.0/,63.0,27.0,36.0,1,63.0,,
7406917,32848529.0,10.3389/fnins.2020.00598,Acquisition Duration in Resting-State Arterial Spin Labeling. How Long Is Enough?,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,7.0,,,1,7.0,,
4732188,26909321.0,10.1016/j.nicl.2015.12.011,Bilateral cerebellar activation in unilaterally challenged essential tremor,Neuroimage Clin,2015,http://creativecommons.org/licenses/by/4.0/,42.0,,,2,21.0,21.0,
5371603,28424636.0,10.3389/fpsyg.2017.00426,The Neural Basis of Speech Perception through Lipreading and Manual Cues: Evidence from Deaf Native Users of Cued Speech,Front Psychol,2017,http://creativecommons.org/licenses/by/4.0/,3.0,,,1,,,3.0
6200185,30356315.0,10.1371/journal.pone.0201162,Cerebellar and premotor activity during a non-fatiguing grip task reflects motor fatigue in relapsing-remitting multiple sclerosis,PLoS One,2018,http://creativecommons.org/licenses/by/4.0/,75.0,,,2,25.0,50.0,
4477935,26102501.0,10.1371/journal.pone.0129714,Feedback on Trait or Action Impacts on Caudate and Paracingulum Activity,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,,,20.0
8569140,34744670.0,10.3389/fnhum.2021.770107,Altered Cortical-Striatal Network in Patients With Hemifacial Spasm,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,60.0,,,2,30.0,30.0,
7493988,32934259.0,10.1038/s41598-020-69514-w,Voxel-based morphometry and task functional magnetic resonance imaging in essential tremor: evidence for a disrupted brain network,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,10.0,,,1,,10.0,
2993660,21080967.0,10.1186/1744-8069-6-80,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment,Mol Pain,2010,http://creativecommons.org/licenses/by/2.0,77.0,,,1,77.0,,
6688454,31087068.0,10.1093/scan/nsz035,Functional MRI reveals evidence of a self-positivity bias in the medial prefrontal cortex during the comprehension of social vignettes,Soc Cogn Affect Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,17.0,,,1,,,17.0
6726765,31484971.0,10.1038/s41598-019-49254-2,Target-oriented motor imagery for grasping action: different characteristics of brain activation between kinesthetic and visual imagery,Sci Rep,2019,http://creativecommons.org/licenses/by/4.0/,18.0,,,1,18.0,,
7090024,32256336.0,10.3389/fnagi.2020.00064,Structural and Functional Hippocampal Changes in Subjective Cognitive Decline From the Community,Front Aging Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,67.0,,,2,32.0,35.0,
3889700,23283478.0,10.1007/s00429-012-0489-z,The functional architecture of S1 during touch observation described with 7 T fMRI,Brain Struct Funct,2013,https://creativecommons.org/licenses/by/4.0/,2.0,,,1,,,2.0
7339141,32081785.0,10.1016/j.neuroimage.2020.116661,Multivoxel codes for representing and integrating acoustic features in human cortex,Neuroimage,2020,http://creativecommons.org/licenses/by/4.0/,20.0,11.0,9.0,1,,,20.0
6699415,31491826.0,10.1016/j.nicl.2019.101923,"Acquisition of sensorimotor fMRI under general anaesthesia: Assessment of feasibility, the BOLD response and clinical utility",Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,5.0,3.0,2.0,1,,5.0,
4416052,25928647.0,10.1371/journal.pone.0125286,Altered Resting-State Functional Connectivity of the Frontal-Striatal Reward System in Social Anxiety Disorder,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,86.0,,,2,33.0,53.0,
7456884,32922274.0,10.3389/fnhum.2020.00309,Brain Activation During Visually Guided Finger Movements,Front Hum Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,19.0,,,1,19.0,,
6350268,30723453.0,10.3389/fneur.2018.01177,Aberrant Brain Regional Homogeneity and Functional Connectivity of Entorhinal Cortex in Vascular Mild Cognitive Impairment: A Resting-State Functional MRI Study,Front Neurol,2018,http://creativecommons.org/licenses/by/4.0/,63.0,,,2,32.0,31.0,
5655292,29113397.0,10.18632/oncotarget.18996,Altered putamen functional connectivity is associated with anxiety disorder in Parkinson's disease,Oncotarget,2017,http://creativecommons.org/licenses/by/3.0/,65.0,,,1,,65.0,
5270359,28126038.0,10.1186/s40101-017-0128-8,Increase in brain activation due to sub-tasks during driving: fMRI study using new MR-compatible driving simulator,J Physiol Anthropol,2017,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,,,15.0
3605341,23497355.0,10.1186/1471-2202-14-29,Neural correlates of adaptive social responses to real-life frustrating situations: a functional MRI study,BMC Neurosci,2013,http://creativecommons.org/licenses/by/2.0,40.0,8.0,32.0,1,40.0,,
5758587,29354041.0,10.3389/fnhum.2017.00629,Longitudinal Brain Development of Numerical Skills in Typically Developing Children and Children with Developmental Dyscalculia,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,28.0,,,1,,,28.0
4048172,24905072.0,10.1371/journal.pone.0098007,A Tool for Classifying Individuals with Chronic Back Pain: Using Multivariate Pattern Analysis with Functional Magnetic Resonance Imaging Data,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,2.0,,
5881103,29636713.0,10.3389/fpsyg.2018.00395,Bilingual Contexts Modulate the Inhibitory Control Network,Front Psychol,2018,http://creativecommons.org/licenses/by/4.0/,30.0,20.0,10.0,1,30.0,,
4717328,26834613.0,10.3389/fnhum.2015.00720,The Brain Mechanisms Underlying the Perception of Pungent Taste of Capsaicin and the Subsequent Autonomic Responses,Front Hum Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,20.0,4.0,16.0,1,20.0,,
3894920,24413019.0,10.12659/MSM.889712,Towards neural correlates of auditory stimulus processing: A simultaneous auditory evoked potentials and functional magnetic resonance study using an odd-ball paradigm,Med Sci Monit,2014,,6.0,1.0,5.0,1,,,6.0
3672681,23760450.0,10.3389/fnhum.2013.00250,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,46.0,,,1,46.0,,
4332461,25705701.0,10.1155/2015/947529,Acute Effects of Alcohol on the Human Brain: A Resting-State fMRI Study,Biomed Res Int,2015,https://creativecommons.org/licenses/by/3.0/,32.0,,,1,32.0,,
2935390,20838644.0,10.1371/journal.pone.0012619,The Brain Effects of Laser Acupuncture in Healthy Individuals: An fMRI Investigation,PLoS One,2010,http://creativecommons.org/licenses/by/4.0/,10.0,,,1,10.0,,
3791281,24179866.0,10.1016/j.nicl.2013.08.010,Binge drinking influences the cerebral processing of vocal affective bursts in young adults☆,Neuroimage Clin,2013,http://creativecommons.org/licenses/by-nc-sa/3.0/,24.0,,,1,,,24.0
6646524,31379536.0,10.3389/fnhum.2019.00228,Building Memory Representations for Exemplar-Based Judgment: A Role for Ventral Precuneus,Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,27.0,,,1,,,27.0
4990879,27538517.0,10.1186/s12883-016-0659-3,Regional homogeneity changes between heroin relapse and non-relapse patients under methadone maintenance treatment: a resting-state fMRI study,BMC Neurol,2016,http://creativecommons.org/licenses/by/4.0/,60.0,,,1,,,60.0
3842522,24348363.0,10.3389/fnhum.2013.00814,Age related changes in striatal resting state functional connectivity in autism,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,48.0,,,1,,,48.0
8764488,34738280.0,10.1002/hbm.25703,Facing successfully high mental workload and stressors: An fMRI study,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by/4.0/,20.0,,,1,,,20.0
4072722,24967903.0,10.1371/journal.pone.0101011,Brain Correlates of Experience-Dependent Changes in Stimulus Discrimination Based on the Amount and Schedule of Exposure,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,16.0,6.0,10.0,1,16.0,,
5890144,29662444.0,10.3389/fnhum.2018.00089,Distinctive Correspondence Between Separable Visual Attention Functions and Intrinsic Brain Networks,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,32.0,,,1,32.0,,
7981326,33481104.0,10.1007/s00429-020-02212-5,Sensory acquisition functions of the cerebellum in verbal working memory,Brain Struct Funct,2021,http://creativecommons.org/licenses/by/4.0/,15.0,10.0,5.0,1,15.0,,
4493392,26217205.0,10.3389/fnbeh.2015.00178,The role of the amygdala in the perception of positive emotions: an “intensity detector”,Front Behav Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,18.0,8.0,10.0,1,18.0,,
7851842,33524805.0,10.1016/j.nicl.2021.102568,Modality-specific dysfunctional neural processing of social-abstract and non-social-concrete information in schizophrenia,Neuroimage Clin,2021,http://creativecommons.org/licenses/by-nc-nd/4.0/,35.0,,,2,18.0,17.0,
5447679,28611613.0,10.3389/fnhum.2017.00279,Simultaneous Processing of Noun Cue and to-be-Produced Verb in Verb Generation Task: Electromagnetic Evidence,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,33.0,,,1,,,33.0
7539836,32588522.0,10.1111/cns.13430,Disrupted functional network connectivity predicts cognitive impairment after acute mild traumatic brain injury,CNS Neurosci Ther,2020,http://creativecommons.org/licenses/by/4.0/,96.0,52.0,44.0,2,43.0,53.0,
6195265,30339666.0,10.1371/journal.pone.0205183,The benefits of negative yet informative feedback,PLoS One,2018,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,,,15.0
6215330,30165253.0,10.1016/j.neuroimage.2018.08.056,Where and how our brain represents the temporal structure of observed action,Neuroimage,2018,https://creativecommons.org/licenses/by-nc-nd/4.0/,22.0,,,1,,,22.0
7933165,33664372.0,10.1038/s41598-021-84804-7,Meta-analysis of grey matter changes and their behavioral characterization in patients with alcohol use disorder,Sci Rep,2021,http://creativecommons.org/licenses/by/4.0/,99.0,,,2,54.0,45.0,
3324921,22518101.0,10.3389/fnhum.2012.00079,Enhanced functional synchronization of medial and lateral PFC underlies internally-guided action planning,Front Hum Neurosci,2012,http://www.frontiersin.org/licenseagreement,20.0,,,2,15.0,5.0,
3423412,22916152.0,10.1371/journal.pone.0042730,Effect of Acupuncture in Mild Cognitive Impairment and Alzheimer Disease: A Functional MRI Study,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,36.0,,,1,,,36.0
6086096,30122932.0,10.2147/NDT.S168060,Resting-state functional changes in the precuneus within first-episode drug-naive patients with MDD,Neuropsychiatr Dis Treat,2018,https://www.dovepress.com/terms.php,62.0,,,2,30.0,32.0,
5390719,27798254.0,10.1093/scan/nsw151,Neural correlates of deception: lying about past events and personal beliefs,Soc Cogn Affect Neurosci,2016,http://creativecommons.org/licenses/by-nc/4.0/,18.0,9.0,9.0,1,,,18.0
4117995,25136305.0,10.3389/fnhum.2014.00568,The influence of expertise on brain activation of the action observation network during anticipation of tennis and volleyball serves,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,31.0,,,1,,,31.0
4366107,25790026.0,10.1371/journal.pone.0120582,Neural Control of Enhanced Filtering Demands in a Combined Flanker and Garner Conflict Task,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,24.0,,
3251569,22238632.0,10.1371/journal.pone.0029658,Circadian Preference Modulates the Neural Substrate of Conflict Processing across the Day,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,,,15.0
5225377,28116170.0,10.1155/2016/8231726,Cortical Reorganization in Patients Recovered from Bell's Palsy: An Orofacial and Finger Movements Task-State fMRI Study,Neural Plast,2016,,37.0,,,2,20.0,17.0,
8174049,33658311.0,10.1523/ENEURO.0380-20.2021,Differential Modulation of Effective Connectivity in the Brain’s Extended Face Processing System by Fearful and Sad Facial Expressions,eNeuro,2021,https://creativecommons.org/licenses/by/4.0/,98.0,,,1,98.0,,
5371620,28236051.0,10.1007/s00234-017-1796-0,Functional connectivity of motor cortical network in patients with brachial plexus avulsion injury after contralateral cervical nerve transfer: a resting-state fMRI study,Neuroradiology,2017,OpenAccess,29.0,,,2,17.0,12.0,
5139983,27622396.0,10.1016/j.neuroimage.2016.09.020,Effects of adaptation on numerosity decoding in the human brain,Neuroimage,2016,http://creativecommons.org/licenses/by-nc-nd/4.0/,10.0,7.0,3.0,1,10.0,,
3061355,21441992.0,10.3389/fnhum.2011.00024,Age Differences in fMRI Adaptation for Sound Identity and Location,Front Hum Neurosci,2011,http://www.frontiersin.org/licenseagreement,1.0,,,1,,,1.0
7499173,32943668.0,10.1038/s41598-020-71662-y,Choosing to view morbid information involves reward circuitry,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,6.0,,,1,,,6.0
8869855,35204006.0,10.3390/brainsci12020243,Evidence of Altered Functional Connectivity at Rest in the Writing Network of Children with Dyslexia,Brain Sci,2022,https://creativecommons.org/licenses/by/4.0/,32.0,,,1,,,32.0
8753344,34981112.0,10.1042/BSR20210941,Investigation of changes in the activity and function of dry eye-associated brain regions using the amplitude of low-frequency fluctuations method,Biosci Rep,2022,https://creativecommons.org/licenses/by/4.0/,55.0,,,2,28.0,27.0,
6939096,31891819.0,10.1016/j.nicl.2019.102129,Task-related functional magnetic resonance imaging activations in patients with acute and subacute mild traumatic brain injury: A coordinate-based meta-analysis,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,313.0,,,2,139.0,174.0,
3315027,22133748.0,10.1016/j.neuroimage.2011.11.037,You can count on the motor cortex: Finger counting habits modulate motor cortex activation evoked by numbers,Neuroimage,2012,https://creativecommons.org/licenses/by/3.0/,9.0,,,1,,,9.0
3830782,24288683.0,10.1155/2013/694075,Abacus Training Modulates the Neural Correlates of Exact and Approximate Calculations in Chinese Children: An fMRI Study,Biomed Res Int,2013,https://creativecommons.org/licenses/by/3.0/,2.0,,,1,,,2.0
2736621,19750227.0,10.1371/journal.pone.0006962,Spatio-Temporal Dynamics of Human Intention Understanding in Temporo-Parietal Cortex: A Combined EEG/fMRI Repetition Suppression Paradigm,PLoS One,2009,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,,,24.0
4061064,24937544.0,10.1371/journal.pone.0099868,Behavioral and Neural Correlates of Executive Functioning in Musicians and Non-Musicians,PLoS One,2014,https://creativecommons.org/publicdomain/zero/1.0/,27.0,,,1,,,27.0
7469830,32573904.0,10.1002/hbm.25099,The developmental neural substrates of Hebb repetition learning and their link with reading ability,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc/4.0/,49.0,,,1,,,49.0
6934551,31882947.0,10.1038/s41598-019-56858-1,Mesolimbic dopamine D2 receptors and neural representations of subjective value,Sci Rep,2019,http://creativecommons.org/licenses/by/4.0/,21.0,,,1,,,21.0
5655021,29104537.0,10.3389/fnhum.2017.00507,Consciously Feeling the Pain of Others Reflects Atypical Functional Connectivity between the Pain Matrix and Frontal-Parietal Regions,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,2.0,,
5919964,29700312.0,10.1038/s41598-018-24475-z,Action and object words are differentially anchored in the sensory motor system - A perspective on cognitive embodiment,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,20.0,10.0,10.0,1,20.0,,
8862392,35193538.0,10.1186/s12888-022-03782-w,Data-driven study on resting-state functional magnetic resonance imaging during early abstinence of alcohol dependence in male patients and its predictive value for relapse,BMC Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/,67.0,,,1,,67.0,
3349667,22590530.0,10.1371/journal.pone.0036270,Regional Brain Responses in Nulliparous Women to Emotional Infant Stimuli,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,17.0,,,1,,,17.0
6895037,31804610.0,10.1038/s41598-019-55002-3,Resting-state functional connectivity alterations in periventricular nodular heterotopia related epilepsy,Sci Rep,2019,http://creativecommons.org/licenses/by/4.0/,76.0,,,2,38.0,38.0,
6538491,30488226.0,10.3758/s13415-018-00671-2,Age-related differences in the neural bases of phonological and semantic processes in the context of task-irrelevant information,Cogn Affect Behav Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,19.0,,,1,,,19.0
6209854,30124867.0,10.1093/ijnp/pyy069,Predicting Treatment Response in Depression: The Role of Anterior Cingulate Cortex,Int J Neuropsychopharmacol,2018,http://creativecommons.org/licenses/by/4.0/,32.0,,,1,,32.0,
3262831,22276215.0,10.1371/journal.pone.0030570,Resting-State Brain Activity in Adult Males Who Stutter,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,,,2.0
3744007,23966916.0,10.3389/fnbeh.2013.00105,Explorations of object and location memory using fMRI,Front Behav Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,10.0,5.0,5.0,1,10.0,,
7696273,33182742.0,10.3390/diagnostics10110930,Cognitive Fatigue Is Associated with Altered Functional Connectivity in Interoceptive and Reward Pathways in Multiple Sclerosis,Diagnostics (Basel),2020,http://creativecommons.org/licenses/by/4.0/,14.0,,,1,14.0,,
4856878,26837463.0,10.1038/npp.2016.18,Atomoxetine Enhances Connectivity of Prefrontal Networks in Parkinson's Disease,Neuropsychopharmacology,2016,http://creativecommons.org/licenses/by/4.0/,105.0,,,2,75.0,30.0,
3660659,23734120.0,10.3389/fnhum.2013.00217,Cortical oxygen consumption in mental arithmetic as a function of task difficulty: a near-infrared spectroscopy approach,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,29.0,,,1,,,29.0
5557775,28855865.0,10.3389/fnhum.2017.00404,Differing Time of Onset of Concurrent TMS-fMRI during Associative Memory Encoding: A Measure of Dynamic Connectivity,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,17.0,,,1,17.0,,
3015134,21212840.0,10.3389/fnhum.2010.00230,Staying Cool when Things Get Hot: Emotion Regulation Modulates Neural Mechanisms of Memory Encoding,Front Hum Neurosci,2010,http://www.frontiersin.org/licenseagreement,25.0,11.0,14.0,1,,,25.0
3905188,24231038.0,10.1016/j.neuropsychologia.2013.11.001,Scene construction in developmental amnesia: An fMRI study☆,Neuropsychologia,2014,https://creativecommons.org/licenses/by/3.0/,21.0,,,1,21.0,,
3902357,24478680.0,10.3389/fnhum.2014.00014,Linking neuroscientific research on decision making to the educational context of novice students assigned to a multiple-choice scientific task involving common misconceptions about electrical circuits,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,22.0,,,1,,,22.0
5772436,29343751.0,10.1038/s41598-018-19217-0,Altered power spectral density in the resting-state sensorimotor network in patients with myotonic dystrophy type 1,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,38.0,21.0,17.0,2,20.0,18.0,
4480007,26109123.0,10.1038/srep11635,Altered regional activity and inter-regional functional connectivity in psychogenic non-epileptic seizures,Sci Rep,2015,http://creativecommons.org/licenses/by/4.0/,38.0,,,2,20.0,18.0,
8548369,34720904.0,10.3389/fnhum.2021.700146,The Effect of Cognitive Load on the Retrieval of Long-Term Memory: An fMRI Study,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,32.0,,,1,32.0,,
5829027,29527179.0,10.3389/fpsyt.2018.00047,Schizophrenia and Category-Selectivity in the Brain: Normal for Faces but Abnormal for Houses,Front Psychiatry,2018,http://creativecommons.org/licenses/by/4.0/,30.0,,,1,30.0,,
7943366,33326562.0,10.1093/scan/nsaa168,Neurobiobehavioral responses to virtual social rejection in females—exploring the influence of oxytocin,Soc Cogn Affect Neurosci,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/,43.0,,,1,43.0,,
4053214,24963485.0,10.1155/2014/846830,Dysfunction of Affective Network in Post Ischemic Stroke Depression: A Resting-State Functional Magnetic Resonance Imaging Study,Biomed Res Int,2014,https://creativecommons.org/licenses/by/3.0/,3.0,,,1,,,3.0
7817621,33488347.0,10.3389/fnins.2020.598482,Somatotopic Arrangement of the Human Primary Somatosensory Cortex Derived From Functional Magnetic Resonance Imaging,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,7.0,3.0,4.0,1,7.0,,
3319663,22367124.0,10.12659/MSM.882518,Different patterns of language activation in post-stroke aphasia are detected by overt and covert versions of the verb generation fMRI task,Med Sci Monit,2012,,48.0,,,2,32.0,16.0,
3930859,24600366.0,10.3389/fnbeh.2014.00052,The effect of age on neural processing of pleasant soft touch stimuli,Front Behav Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,58.0,,,1,58.0,,
4211402,25389396.0,10.3389/fnhum.2014.00828,Brain activation associated with active and passive lower limb stepping,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,24.0,,
